postalcode,homelat,homelon,nearest_stn,stn_lat,stn_lon,directdist
570316,1.3518202469999998,103.83952359999999,MARYMOUNT MRT STATION,1.34870726302,103.839423133,0.346
212672,1.3090370390000001,103.85284770000001,FARRER PARK MRT STATION,1.31235984021,103.854177142,0.398
760794,1.4199655219999998,103.83220440000001,KHATIB MRT STATION,1.41738337015,103.832979908,0.3
198474,1.301133824,103.86076109999999,NICOLL HIGHWAY MRT STATION,1.29976683527,103.863637018,0.354
540112,1.3834597659999999,103.90138370000001,KANGKAR LRT STATION,1.38397890183,103.902173989,0.105
152120,1.282774432,103.8226125,TIONG BAHRU MRT STATION,1.28619339286,103.827019431,0.62
520247,1.344275961,103.9531702,SIMEI MRT STATION,1.34320289493,103.953371694,0.121
425259,1.311125396,103.9165567,KEMBANGAN MRT STATION,1.32103824885,103.912949388,1.172
560317,1.3656247830000001,103.8470115,ANG MO KIO MRT STATION,1.36934730379,103.849932994,0.526
320038,1.326905919,103.8564866,BOON KENG MRT STATION,1.31939570602,103.861686502,1.015
380102,1.32043903,103.8824204,ALJUNIED MRT STATION,1.31643261166,103.882906045,0.448
650298,1.344797412,103.7471408,BUKIT BATOK MRT STATION,1.34903410858,103.749566764,0.542
538564,1.3443027319999998,103.879301,BARTLEY MRT STATION,1.34282833774,103.879758906,0.172
669617,1.3625569069999999,103.7652338,HILLVIEW MRT STATION,1.36234486853,103.767418254,0.244
120423,1.309456122,103.7699188,CLEMENTI MRT STATION,1.31495449242,103.765298874,0.798
546685,1.367239345,103.8778691,KOVAN MRT STATION,1.36017917118,103.885064856,1.12
760352,1.426462542,103.84490890000001,YISHUN MRT STATION,1.42944308081,103.835005046,1.149
425687,1.312662908,103.911509,KEMBANGAN MRT STATION,1.32103824885,103.912949388,0.944
208766,1.308275812,103.86311740000001,LAVENDER MRT STATION,1.3073570201,103.862829208,0.107
530690,1.3769320569999999,103.885697,HOUGANG MRT STATION,1.37129229168,103.892380519,0.972
541212,1.386398218,103.89996,KANGKAR LRT STATION,1.38397890183,103.902173989,0.364
310227,1.3395151440000002,103.8579708,BRADDELL MRT STATION,1.34047168445,103.846797845,1.246
228149,1.30101841,103.8495537,DHOBY GHAUT MRT STATION,1.29884281648,103.846239112,0.441
600205,1.3375644009999998,103.7428811,JURONG EAST MRT STATION,1.33315261989,103.742286544,0.495
320107,1.3278533270000001,103.85499370000001,TOA PAYOH MRT STATION,1.33262898712,103.847501764,0.987
521147,1.3492376259999999,103.9421797,TAMPINES MRT STATION,1.35330135634,103.945148689,0.559
650369,1.36002946,103.7510723,BUKIT GOMBAK MRT STATION,1.35876185726,103.751893502,0.168
311138,1.336710985,103.8454729,BRADDELL MRT STATION,1.34047168445,103.846797845,0.443
807486,1.385461606,103.86517109999998,FERNVALE LRT STATION,1.39188588774,103.876308611,1.428
140064,1.299309998,103.7972346,COMMONWEALTH MRT STATION,1.30243873533,103.798304516,0.367
640866,1.3505736480000001,103.6954658,PIONEER MRT STATION,1.3375868822,103.697321513,1.458
650260,1.3509125919999998,103.75902109999998,BUKIT BATOK MRT STATION,1.34903410858,103.749566764,1.071
610181,1.333692066,103.72193490000001,LAKESIDE MRT STATION,1.34425924939,103.720949268,1.179
530436,1.377209778,103.89384559999999,BUANGKOK MRT STATION,1.38287785815,103.893121565,0.635
550504,1.373878432,103.8763079,KOVAN MRT STATION,1.36017917118,103.885064856,1.807
644658,1.337216728,103.700758,PIONEER MRT STATION,1.3375868822,103.697321513,0.384
529230,1.356254174,103.9507527,TAMPINES MRT STATION,1.35330135634,103.945148689,0.704
760849,1.4169604980000001,103.8353478,KHATIB MRT STATION,1.41738337015,103.832979908,0.267
659802,1.3524011740000002,103.755987,BUKIT BATOK MRT STATION,1.34903410858,103.749566764,0.805
150082,1.287415991,103.81947480000001,REDHILL MRT STATION,1.2895627264,103.81681667,0.38
824101,1.398484785,103.9061439,COVE LRT STATION,1.39928198502,103.905961944,0.091
579599,1.356451963,103.8306337,MARYMOUNT MRT STATION,1.34870726302,103.839423133,1.302
140146,1.2939147770000001,103.80445429999999,QUEENSTOWN MRT STATION,1.29486093279,103.805884334,0.191
288408,1.326193125,103.81205600000001,TAN KAH KEE MRT STATION,1.32588320892,103.807322208,0.527
460180,1.326713488,103.94089220000001,TANAH MERAH MRT STATION,1.32718713454,103.946346461,0.608
683684,1.4045436580000001,103.7472827,YEW TEE MRT STATION,1.39753501779,103.747405114,0.779
596730,1.3418385940000002,103.7662926,BEAUTY WORLD MRT STATION,1.34122317571,103.775794285,1.058
507025,1.359171214,103.96363149999999,SIMEI MRT STATION,1.34320289493,103.953371694,2.109
391012,1.308480382,103.8822876,MOUNTBATTEN MRT STATION,1.30620190483,103.882528081,0.255
311084,1.335355004,103.84702990000001,TOA PAYOH MRT STATION,1.33262898712,103.847501764,0.307
450497,,,,,,
310214,1.341833707,103.8543707,BRADDELL MRT STATION,1.34047168445,103.846797845,0.855
465560,1.328634948,103.9446811,TANAH MERAH MRT STATION,1.32718713454,103.946346461,0.245
320011,1.322923267,103.8632305,BOON KENG MRT STATION,1.31939570602,103.861686502,0.428
530238,1.35694564,103.88934870000001,KOVAN MRT STATION,1.36017917118,103.885064856,0.596
259617,1.3180257979999999,103.8144007,BOTANIC GARDENS MRT STATION,1.32211019298,103.81498275,0.458
750311,1.446318068,103.82253829999999,SEMBAWANG MRT STATION,1.44905082123,103.820046141,0.411
730202,1.443151211,103.7751648,MARSILING MRT STATION,1.43251442064,103.774071461,1.188
487852,1.3424283190000001,103.95953659999999,SIMEI MRT STATION,1.34320289493,103.953371694,0.69
436914,1.296624037,103.87430450000001,STADIUM MRT STATION,1.30284062963,103.875350335,0.701
510448,1.370585669,103.9581072,PASIR RIS MRT STATION,1.37298377358,103.949268118,1.017
570185,1.349768893,103.85247170000001,BISHAN MRT STATION,1.35130868012,103.849154419,0.406
440060,1.303395658,103.9085405,EUNOS MRT STATION,1.31977895155,103.903252467,1.913
550213,1.357172691,103.8730933,SERANGOON MRT STATION,1.35059525644,103.87236809,0.735
308141,1.32003503,103.8462248,NOVENA MRT STATION,1.32044079085,103.843825619,0.27
541282,1.3852897780000002,103.89190740000001,RENJONG LRT STATION,1.38672392153,103.890539427,0.22
560539,1.375374291,103.8542588,ANG MO KIO MRT STATION,1.36993317524,103.849558131,0.799
560209,1.368970796,103.8432845,ANG MO KIO MRT STATION,1.36993317524,103.849558131,0.705
169016,1.282876249,103.8400015,OUTRAM PARK MRT STATION,1.28140497813,103.839126498,0.19
821615,1.4038605640000001,103.909541,DAMAI LRT STATION,1.40523483617,103.908603544,0.185
550238,1.3535499119999999,103.8690141,SERANGOON MRT STATION,1.35059525644,103.87236809,0.497
760607,1.4213860440000001,103.8356042,KHATIB MRT STATION,1.41738337015,103.832979908,0.532
530129,1.3515184980000001,103.8875775,KOVAN MRT STATION,1.36017917118,103.885064856,1.002
269678,1.312451113,103.8006636,HOLLAND VILLAGE MRT STATION,1.3118347904,103.796191824,0.501
591401,1.318373471,103.7743443,DOVER MRT STATION,1.31140529293,103.778637842,0.909
510446,1.370311571,103.9575656,PASIR RIS MRT STATION,1.37298377358,103.949268118,0.968
640642,1.340369897,103.69583979999999,PIONEER MRT STATION,1.3375868822,103.697321513,0.35
573975,1.3599550980000001,103.846307,BISHAN MRT STATION,1.35130868012,103.849154419,1.012
383003,1.313793188,103.8730939,KALLANG MRT STATION,1.31148890964,103.871386541,0.319
272012,1.309352847,103.7948733,HOLLAND VILLAGE MRT STATION,1.3118347904,103.796191824,0.312
560411,1.3633952669999998,103.855273,ANG MO KIO MRT STATION,1.36934730379,103.849932994,0.888
541208,1.384463641,103.89849140000001,RANGGUNG LRT STATION,1.38423356067,103.89719467,0.146
760391,1.4294676919999998,103.8491714,YISHUN MRT STATION,1.42944308081,103.835005046,1.574
455273,1.3143789540000002,103.9322483,BEDOK MRT STATION,1.32397996889,103.929984495,1.096
543117,1.383352625,103.9032214,KANGKAR LRT STATION,1.38397890183,103.902173989,0.136
90114,,,,,,
670487,1.3891730709999999,103.7711062,SEGAR LRT STATION,1.38777213086,103.769598397,0.229
610653,,,,,,
530576,1.378335656,103.8865532,BUANGKOK MRT STATION,1.38287785815,103.893121565,0.887
320086,1.323145983,103.8558796,BOON KENG MRT STATION,1.31939570602,103.861686502,0.768
570448,1.35840617,103.8314316,MARYMOUNT MRT STATION,1.34870726302,103.839423133,1.396
210681,1.313720674,103.8552727,FARRER PARK MRT STATION,1.31235984021,103.854177142,0.194
643673,1.344712135,103.7013131,BOON LAY MRT STATION,1.3386040545,103.706064623,0.86
520222,1.3415310040000001,103.956986,SIMEI MRT STATION,1.34320289493,103.953371694,0.442
120608,1.304341103,103.7665298,CLEMENTI MRT STATION,1.31495449242,103.765298874,1.187
479256,1.338566473,103.9285282,BEDOK MRT STATION,1.32397996889,103.929984495,1.629
670522,1.3863359990000002,103.7661654,JELAPANG LRT STATION,1.38670302501,103.764503338,0.189
510487,1.374941287,103.96059,PASIR RIS MRT STATION,1.37298377358,103.949268118,1.276
550153,1.369950997,103.8723123,KOVAN MRT STATION,1.36017917118,103.885064856,1.785
610177,1.333320452,103.72130870000001,LAKESIDE MRT STATION,1.34425924939,103.720949268,1.216
658339,1.370039213,103.7511432,TECK WHYE LRT STATION,1.37668467944,103.753712232,0.792
460035,1.322332207,103.93976620000001,TANAH MERAH MRT STATION,1.32718713454,103.946346461,0.909
789825,1.389975411,103.8397807,YIO CHU KANG MRT STATION,1.38175604611,103.84494729,1.079
310115,1.340631407,103.84430520000001,BRADDELL MRT STATION,1.34047168445,103.846797845,0.277
650289,1.3444898090000001,103.7605172,BUKIT BATOK MRT STATION,1.34903410858,103.749566764,1.317
523450,1.3571353780000002,103.9522522,TAMPINES MRT STATION,1.35330135634,103.945148689,0.897
730006,1.442072976,103.776354,MARSILING MRT STATION,1.43251442064,103.774071461,1.092
525856,1.352764366,103.9387061,TAMPINES MRT STATION,1.355077429,103.943060497,0.548
410647,1.331709619,103.9057021,EUNOS MRT STATION,1.31977895155,103.903252467,1.353
730850,1.440949816,103.7920838,WOODLANDS MRT STATION,1.43606698129,103.787930807,0.712
522871,1.356511473,103.9319568,TAMPINES MRT STATION,1.355077429,103.943060497,1.244
270028,1.308841766,103.78492879999999,BUONA VISTA MRT STATION,1.30718346655,103.790191535,0.613
823316,1.408975775,103.8970248,SUMANG LRT STATION,1.40845242565,103.898558454,0.18
310061,1.336456834,103.852111,TOA PAYOH MRT STATION,1.33262898712,103.847501764,0.666
802133,,,,,,
560578,1.371790676,103.8549612,ANG MO KIO MRT STATION,1.36934730379,103.849932994,0.621
730215,1.447603513,103.7720645,MARSILING MRT STATION,1.43251442064,103.774071461,1.692
542312,1.3917342190000002,103.8854978,TONGKANG LRT STATION,1.38934795296,103.88584415,0.268
550538,1.374914599,103.8732179,FERNVALE LRT STATION,1.39188588774,103.876308611,1.917
640426,1.3515913940000002,103.7246401,LAKESIDE MRT STATION,1.34425924939,103.720949268,0.912
760663,1.4198863130000001,103.8400518,KHATIB MRT STATION,1.41738337015,103.832979908,0.833
750302,1.4450128309999999,103.8230725,SEMBAWANG MRT STATION,1.44905082123,103.820046141,0.561
570407,1.363451454,103.8342104,MARYMOUNT MRT STATION,1.34870726302,103.839423133,1.738
542185,1.3928880730000002,103.9069208,RUMBIA LRT STATION,1.39146849684,103.905973595,0.19
520353,1.3545127369999999,103.9630286,SIMEI MRT STATION,1.34320289493,103.953371694,1.652
570221,1.357841205,103.8489404,BISHAN MRT STATION,1.35130868012,103.849154419,0.726
530426,1.373476155,103.89307600000001,HOUGANG MRT STATION,1.37129229168,103.892380519,0.255
650621,1.350229165,103.7483407,BUKIT BATOK MRT STATION,1.34903410858,103.749566764,0.19
520712,1.3589447819999998,103.93716090000001,TAMPINES MRT STATION,1.355077429,103.943060497,0.784
670203,1.3730916880000001,103.7755659,PENDING LRT STATION,1.37614288279,103.771270179,0.585
140055,1.2933829490000002,103.8093307,QUEENSTOWN MRT STATION,1.29486093279,103.805884334,0.417
540194,1.392644054,103.9017453,COMPASSVALE LRT STATION,1.3944930462,103.900492451,0.248
329974,1.327234271,103.84514,TOA PAYOH MRT STATION,1.33262898712,103.847501764,0.654
467010,1.3272757240000002,103.92480359999999,BEDOK MRT STATION,1.32397996889,103.929984495,0.682
797498,1.3878835059999999,103.8724421,FERNVALE LRT STATION,1.39188588774,103.876308611,0.618
550335,1.349442214,103.87106779999999,SERANGOON MRT STATION,1.35059525644,103.87236809,0.193
530158,1.351640224,103.8804862,SERANGOON MRT STATION,1.34970787538,103.873574847,0.797
670176,1.3792452990000001,103.7658816,PETIR LRT STATION,1.37775033382,103.76666896,0.188
460533,1.333580162,103.9242187,BEDOK MRT STATION,1.32397996889,103.929984495,1.244
684296,1.376623081,103.7430682,SOUTH VIEW LRT STATION,1.38029828722,103.7452918,0.477
310247,1.3310627590000002,103.855267,TOA PAYOH MRT STATION,1.33262898712,103.847501764,0.88
470702,1.337236504,103.91892440000001,BEDOK MRT STATION,1.32397996889,103.929984495,1.918
460415,1.329649995,103.9302606,BEDOK MRT STATION,1.32397996889,103.929984495,0.631
380111,1.32038523,103.8842444,ALJUNIED MRT STATION,1.31643261166,103.882906045,0.464
533699,1.37644095,103.88852729999999,HOUGANG MRT STATION,1.37129229168,103.892380519,0.715
570138,1.344763264,103.85220679999999,BRADDELL MRT STATION,1.34047168445,103.846797845,0.767
521871,1.354568424,103.9318848,TAMPINES MRT STATION,1.355077429,103.943060497,1.243
540249,1.391761578,103.89917309999998,COMPASSVALE LRT STATION,1.3944930462,103.900492451,0.337
321102,1.3282230640000001,103.85151979999999,TOA PAYOH MRT STATION,1.33262898712,103.847501764,0.663
564588,1.3717540069999998,103.85388329999999,ANG MO KIO MRT STATION,1.36934730379,103.849932994,0.514
268817,1.313408512,103.803489,FARRER ROAD MRT STATION,1.3175106119,103.807586106,0.644
85101,1.329314998,103.95071709999999,TANAH MERAH MRT STATION,1.32718713454,103.946346461,0.54
642663,1.338132418,103.701603,PIONEER MRT STATION,1.3375868822,103.697321513,0.479
641181,1.3486181169999998,103.7082392,BOON LAY MRT STATION,1.3386040545,103.706064623,1.139
543282,1.38509616,103.8925483,BUANGKOK MRT STATION,1.38287785815,103.893121565,0.255
797659,1.38697645,103.8743346,FERNVALE LRT STATION,1.39188588774,103.876308611,0.588
730876,1.444796301,103.79060279999999,WOODLANDS MRT STATION,1.43687512821,103.786485135,0.992
737917,1.4305155809999999,103.7855301,WOODLANDS MRT STATION,1.43606698129,103.787930807,0.672
760435,1.421332274,103.84728100000001,YISHUN MRT STATION,1.42944308081,103.835005046,1.635
310120,1.33913569,103.8455629,BRADDELL MRT STATION,1.34047168445,103.846797845,0.202
570237,1.359419968,103.8471503,BISHAN MRT STATION,1.35130868012,103.849154419,0.928
141168,1.290020507,103.803188,QUEENSTOWN MRT STATION,1.29486093279,103.805884334,0.616
760322,1.428734428,103.84083620000001,YISHUN MRT STATION,1.42944308081,103.835005046,0.653
650354,1.3613874869999998,103.7497292,BUKIT GOMBAK MRT STATION,1.35876185726,103.751893502,0.378
679191,1.366703143,103.7683022,HILLVIEW MRT STATION,1.36234486853,103.767418254,0.494
370056,1.324098114,103.88849920000001,MACPHERSON MRT STATION,1.32607688292,103.88935059,0.239
537475,1.375182544,103.900406,HOUGANG MRT STATION,1.37129229168,103.892380519,0.991
543216,1.390473611,103.89431809999999,SENGKANG LRT STATION,1.39160936382,103.895442584,0.178
640834,1.343089299,103.69405429999999,PIONEER MRT STATION,1.3375868822,103.697321513,0.711
760237,1.433455278,103.83892259999999,YISHUN MRT STATION,1.42944308081,103.835005046,0.623
730128,1.437454883,103.77892729999999,MARSILING MRT STATION,1.43251442064,103.774071461,0.77
100087,1.276867842,103.8081486,TELOK BLANGAH MRT STATION,1.27075321146,103.809748637,0.702
530142,1.35302664,103.88288759999999,KOVAN MRT STATION,1.36017917118,103.885064856,0.831
600113,1.3387979140000001,103.7348077,CHINESE GARDEN MRT STATION,1.34235282087,103.732596738,0.465
160130,1.280401574,103.8292786,TIONG BAHRU MRT STATION,1.28619339286,103.827019431,0.691
680237,1.3794146,103.7483498,KEAT HONG LRT STATION,1.37860276598,103.749055519,0.12
530252,1.360165215,103.8927117,KOVAN MRT STATION,1.36017917118,103.885064856,0.85
797497,1.388350868,103.8724674,FERNVALE LRT STATION,1.39188588774,103.876308611,0.58
600101,1.337011008,103.7387873,JURONG EAST MRT STATION,1.33315261989,103.742286544,0.579
151063,1.289651,103.8153995,REDHILL MRT STATION,1.2895627264,103.81681667,0.158
822271,1.40417055,103.9005811,PUNGGOL MRT STATION,1.40454672779,103.902072638,0.171
822176,1.398557354,103.908509,MERIDIAN LRT STATION,1.39691205306,103.908950217,0.189
542120,1.3857981819999998,103.90439429999999,BAKAU LRT STATION,1.38809270378,103.905439104,0.28
569764,1.383658069,103.8391781,YIO CHU KANG MRT STATION,1.38175604611,103.84494729,0.675
530101,1.354937478,103.89136059999998,KOVAN MRT STATION,1.36017917118,103.885064856,0.91
530917,1.374993836,103.8834867,HOUGANG MRT STATION,1.37129229168,103.892380519,1.07
680627,1.397930121,103.74608609999999,YEW TEE MRT STATION,1.39753501779,103.747405114,0.153
680439,1.3837241340000002,103.73978740000001,CHOA CHU KANG MRT STATION,1.38536169283,103.744340946,0.538
403002,1.3169964859999999,103.89774890000001,PAYA LEBAR MRT STATION,1.3181120823,103.893060355,0.535
732628,1.434127706,103.8006171,ADMIRALTY MRT STATION,1.44058500109,103.800988001,0.719
760755,1.4270782069999999,103.8327061,YISHUN MRT STATION,1.42944308081,103.835005046,0.366
80102,,,,,,
610348,1.340609942,103.71978229999999,LAKESIDE MRT STATION,1.34425924939,103.720949268,0.426
544324,1.392844389,103.8913469,CHENG LIM LRT STATION,1.39627763134,103.893797181,0.469
588374,1.337224486,103.7818079,KING ALBERT PARK MRT STATION,1.33566512076,103.783806659,0.282
151018,1.28583132,103.81783109999999,REDHILL MRT STATION,1.2895627264,103.81681667,0.43
643654,1.335844658,103.6972932,PIONEER MRT STATION,1.3375868822,103.697321513,0.194
510582,1.3753439930000002,103.946874,PASIR RIS MRT STATION,1.37298377358,103.949268118,0.374
520883,1.35185623,103.932939,TAMPINES MRT STATION,1.355077429,103.943060497,1.18
323101,1.320417102,103.8538139,BOON KENG MRT STATION,1.31939570602,103.861686502,0.882
266923,1.323589038,103.8080103,TAN KAH KEE MRT STATION,1.32588320892,103.807322208,0.266
670252,1.379953428,103.7740584,BANGKIT LRT STATION,1.38001789724,103.772649073,0.157
123311,1.320105793,103.7655735,CLEMENTI MRT STATION,1.31495449242,103.765298874,0.573
670132,1.3742738019999998,103.7706886,PENDING LRT STATION,1.37614288279,103.771270179,0.218
600413,1.319510102,103.74794720000001,JURONG EAST MRT STATION,1.33315261989,103.742286544,1.641
550534,1.374218462,103.87457890000002,KOVAN MRT STATION,1.36017917118,103.885064856,1.947
271023,1.308682479,103.7862088,BUONA VISTA MRT STATION,1.30718346655,103.790191535,0.473
390032,1.309416071,103.88390009999999,MOUNTBATTEN MRT STATION,1.30620190483,103.882528081,0.388
560130,1.3703979169999998,103.84187879999999,ANG MO KIO MRT STATION,1.36993317524,103.849558131,0.855
791411,1.3905481709999998,103.8769085,FERNVALE LRT STATION,1.39188588774,103.876308611,0.163
640835,1.343503823,103.69370699999999,PIONEER MRT STATION,1.3375868822,103.697321513,0.77
530114,1.3529084580000001,103.8889723,KOVAN MRT STATION,1.36017917118,103.885064856,0.917
731689,1.4443862930000002,103.8079254,ADMIRALTY MRT STATION,1.44058500109,103.800988001,0.879
544759,1.388861964,103.8964475,SENGKANG LRT STATION,1.39160936382,103.895442584,0.325
510738,1.379180743,103.9365537,PASIR RIS MRT STATION,1.37298377358,103.949268118,1.571
529598,1.350527326,103.9282723,TAMPINES MRT STATION,1.355077429,103.943060497,1.719
138628,1.29808941,103.7900585,ONE-NORTH MRT STATION,1.29975987859,103.787457508,0.343
520111,1.342412335,103.9495035,SIMEI MRT STATION,1.34320289493,103.953371694,0.439
479250,1.3378092129999999,103.93095749999999,BEDOK MRT STATION,1.32397996889,103.929984495,1.541
530928,1.37665908,103.8815163,HOUGANG MRT STATION,1.37129229168,103.892380519,1.346
208180,1.309714179,103.86273059999999,LAVENDER MRT STATION,1.3073570201,103.862829208,0.262
509616,1.361342415,103.96358459999999,PASIR RIS MRT STATION,1.37298377358,103.949268118,2.05
460519,1.3308761409999998,103.92805990000001,BEDOK MRT STATION,1.32397996889,103.929984495,0.796
522486,1.358864255,103.9572996,TAMPINES MRT STATION,1.35330135634,103.945148689,1.485
680681,1.403043344,103.74558979999999,YEW TEE MRT STATION,1.39753501779,103.747405114,0.644
120459,1.311389416,103.7670932,CLEMENTI MRT STATION,1.31495449242,103.765298874,0.443
537981,1.3804523080000002,103.8793332,TONGKANG LRT STATION,1.38934795296,103.88584415,1.225
791414,1.389583108,103.87947709999999,LAYAR LRT STATION,1.39207983877,103.8800296,0.284
567978,1.372014085,103.83236690000001,YIO CHU KANG MRT STATION,1.38175604611,103.84494729,1.768
679047,1.365770764,103.7704504,HILLVIEW MRT STATION,1.36234486853,103.767418254,0.508
127146,1.310308812,103.76134909999999,CLEMENTI MRT STATION,1.31495449242,103.765298874,0.678
410109,1.324580762,103.9106975,KEMBANGAN MRT STATION,1.32103824885,103.912949388,0.466
682691,1.40162672,103.75157759999999,YEW TEE MRT STATION,1.39753501779,103.747405114,0.649
680223,1.3814841340000001,103.7445335,SOUTH VIEW LRT STATION,1.38029828722,103.7452918,0.156
138522,1.299974296,103.7884334,ONE-NORTH MRT STATION,1.29975987859,103.787457508,0.111
641679,1.344267256,103.7058337,BOON LAY MRT STATION,1.3386040545,103.706064623,0.63
520448,1.357407033,103.95099609999998,TAMPINES MRT STATION,1.35330135634,103.945148689,0.794
520109,1.3422579280000002,103.95012840000001,SIMEI MRT STATION,1.34320289493,103.953371694,0.375
560343,1.368371796,103.8491522,ANG MO KIO MRT STATION,1.36934730379,103.849932994,0.139
680755,1.392366688,103.7459848,YEW TEE MRT STATION,1.39753501779,103.747405114,0.596
479240,1.337507988,103.93267490000001,BEDOK MRT STATION,1.32397996889,103.929984495,1.533
600030,1.320818031,103.7390759,JURONG EAST MRT STATION,1.33315261989,103.742286544,1.416
